Tournament,Stage,Match Type,Match Name,Map,Round Number,Eliminator Team,Eliminator,Eliminator Agent,Eliminated Team,Eliminated,Eliminated Agent,Kill Type
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,1,Gentle Mates,starxo,sova,EDward Gaming,Smoggy,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,1,Gentle Mates,starxo,sova,EDward Gaming,CHICHOO,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,3,Gentle Mates,starxo,sova,EDward Gaming,Smoggy,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,3,Gentle Mates,starxo,sova,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,6,Gentle Mates,starxo,sova,EDward Gaming,cb,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,6,Gentle Mates,starxo,sova,EDward Gaming,Smoggy,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,12,Gentle Mates,starxo,sova,EDward Gaming,CHICHOO,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,12,Gentle Mates,starxo,sova,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,14,Gentle Mates,starxo,sova,EDward Gaming,cb,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,14,Gentle Mates,starxo,sova,EDward Gaming,CHICHOO,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,18,Gentle Mates,starxo,sova,EDward Gaming,Smoggy,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,18,Gentle Mates,starxo,sova,EDward Gaming,cb,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,18,Gentle Mates,starxo,sova,EDward Gaming,CHICHOO,viper,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,13,Gentle Mates,GLYPH,astra,EDward Gaming,cb,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,13,Gentle Mates,GLYPH,astra,EDward Gaming,Smoggy,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,24,Gentle Mates,GLYPH,astra,EDward Gaming,ZmjjKK,chamber,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,24,Gentle Mates,GLYPH,astra,EDward Gaming,CHICHOO,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,6,Gentle Mates,marteen,yoru,EDward Gaming,CHICHOO,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,6,Gentle Mates,marteen,yoru,EDward Gaming,ZmjjKK,chamber,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,8,Gentle Mates,marteen,yoru,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,8,Gentle Mates,marteen,yoru,EDward Gaming,ZmjjKK,chamber,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,22,Gentle Mates,marteen,yoru,EDward Gaming,nobody,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,22,Gentle Mates,marteen,yoru,EDward Gaming,Smoggy,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,22,Gentle Mates,marteen,yoru,EDward Gaming,ZmjjKK,chamber,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,22,Gentle Mates,marteen,yoru,EDward Gaming,ZmjjKK,chamber,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,5,Gentle Mates,bipo,neon,EDward Gaming,cb,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,5,Gentle Mates,bipo,neon,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,13,Gentle Mates,bipo,neon,EDward Gaming,ZmjjKK,chamber,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,13,Gentle Mates,bipo,neon,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,7,Gentle Mates,bipo,neon,EDward Gaming,ZmjjKK,chamber,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,7,Gentle Mates,bipo,neon,EDward Gaming,Smoggy,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,7,Gentle Mates,bipo,neon,EDward Gaming,cb,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,2,Gentle Mates,Minny,cypher,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,2,Gentle Mates,Minny,cypher,EDward Gaming,ZmjjKK,chamber,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,7,Gentle Mates,Minny,cypher,EDward Gaming,CHICHOO,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,7,Gentle Mates,Minny,cypher,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,21,Gentle Mates,Minny,cypher,EDward Gaming,cb,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,21,Gentle Mates,Minny,cypher,EDward Gaming,Smoggy,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,5,Gentle Mates,Minny,cypher,EDward Gaming,ZmjjKK,chamber,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,5,Gentle Mates,Minny,cypher,EDward Gaming,Smoggy,omen,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,5,Gentle Mates,Minny,cypher,EDward Gaming,CHICHOO,viper,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,10,EDward Gaming,nobody,sova,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,10,EDward Gaming,nobody,sova,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,16,EDward Gaming,nobody,sova,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,16,EDward Gaming,nobody,sova,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,1,EDward Gaming,nobody,sova,Gentle Mates,marteen,yoru,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,1,EDward Gaming,nobody,sova,Gentle Mates,Minny,cypher,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,1,EDward Gaming,nobody,sova,Gentle Mates,GLYPH,astra,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,1,EDward Gaming,nobody,sova,Gentle Mates,starxo,sova,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,7,EDward Gaming,ZmjjKK,chamber,Gentle Mates,starxo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,7,EDward Gaming,ZmjjKK,chamber,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,17,EDward Gaming,ZmjjKK,chamber,Gentle Mates,starxo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,17,EDward Gaming,ZmjjKK,chamber,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,18,EDward Gaming,ZmjjKK,chamber,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,18,EDward Gaming,ZmjjKK,chamber,Gentle Mates,starxo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,22,EDward Gaming,ZmjjKK,chamber,Gentle Mates,bipo,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,22,EDward Gaming,ZmjjKK,chamber,Gentle Mates,Minny,cypher,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,22,EDward Gaming,ZmjjKK,chamber,Gentle Mates,starxo,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,11,EDward Gaming,ZmjjKK,chamber,Gentle Mates,starxo,sova,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,11,EDward Gaming,ZmjjKK,chamber,Gentle Mates,Minny,cypher,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,11,EDward Gaming,ZmjjKK,chamber,Gentle Mates,marteen,yoru,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,11,EDward Gaming,ZmjjKK,chamber,Gentle Mates,GLYPH,astra,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,4,EDward Gaming,Smoggy,omen,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,4,EDward Gaming,Smoggy,omen,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,14,EDward Gaming,Smoggy,omen,Gentle Mates,starxo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,14,EDward Gaming,Smoggy,omen,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,10,EDward Gaming,CHICHOO,viper,Gentle Mates,starxo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,10,EDward Gaming,CHICHOO,viper,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,16,EDward Gaming,CHICHOO,viper,Gentle Mates,starxo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,16,EDward Gaming,CHICHOO,viper,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,17,EDward Gaming,CHICHOO,viper,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,17,EDward Gaming,CHICHOO,viper,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,15,EDward Gaming,cb,neon,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,15,EDward Gaming,cb,neon,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,21,EDward Gaming,cb,neon,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,21,EDward Gaming,cb,neon,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,23,EDward Gaming,cb,neon,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,23,EDward Gaming,cb,neon,Gentle Mates,starxo,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,24,EDward Gaming,cb,neon,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,24,EDward Gaming,cb,neon,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,19,EDward Gaming,cb,neon,Gentle Mates,marteen,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,19,EDward Gaming,cb,neon,Gentle Mates,GLYPH,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,19,EDward Gaming,cb,neon,Gentle Mates,starxo,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,15,Gentle Mates,starxo,fade,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,15,Gentle Mates,starxo,fade,EDward Gaming,cb,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,3,Gentle Mates,GLYPH,astra,EDward Gaming,ZmjjKK,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,3,Gentle Mates,GLYPH,astra,EDward Gaming,CHICHOO,killjoy,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,11,Gentle Mates,GLYPH,astra,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,11,Gentle Mates,GLYPH,astra,EDward Gaming,Smoggy,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,12,Gentle Mates,GLYPH,astra,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,12,Gentle Mates,GLYPH,astra,EDward Gaming,CHICHOO,killjoy,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,17,Gentle Mates,GLYPH,astra,EDward Gaming,CHICHOO,killjoy,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,17,Gentle Mates,GLYPH,astra,EDward Gaming,Smoggy,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,10,Gentle Mates,GLYPH,astra,EDward Gaming,cb,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,10,Gentle Mates,GLYPH,astra,EDward Gaming,Smoggy,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,10,Gentle Mates,GLYPH,astra,EDward Gaming,nobody,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,6,Gentle Mates,marteen,yoru,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,6,Gentle Mates,marteen,yoru,EDward Gaming,Smoggy,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,14,Gentle Mates,marteen,yoru,EDward Gaming,Smoggy,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,14,Gentle Mates,marteen,yoru,EDward Gaming,ZmjjKK,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,17,Gentle Mates,marteen,yoru,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,17,Gentle Mates,marteen,yoru,EDward Gaming,cb,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,4,Gentle Mates,marteen,yoru,EDward Gaming,Smoggy,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,4,Gentle Mates,marteen,yoru,EDward Gaming,cb,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,4,Gentle Mates,marteen,yoru,EDward Gaming,CHICHOO,killjoy,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,19,Gentle Mates,marteen,yoru,EDward Gaming,ZmjjKK,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,19,Gentle Mates,marteen,yoru,EDward Gaming,nobody,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,19,Gentle Mates,marteen,yoru,EDward Gaming,Smoggy,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,20,Gentle Mates,marteen,yoru,EDward Gaming,Smoggy,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,20,Gentle Mates,marteen,yoru,EDward Gaming,nobody,sova,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,20,Gentle Mates,marteen,yoru,EDward Gaming,CHICHOO,killjoy,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,14,Gentle Mates,marteen,yoru,EDward Gaming,ZmjjKK,neon,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,17,Gentle Mates,marteen,yoru,EDward Gaming,cb,yoru,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,3,Gentle Mates,bipo,neon,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,3,Gentle Mates,bipo,neon,EDward Gaming,cb,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,7,Gentle Mates,Minny,cypher,EDward Gaming,ZmjjKK,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,7,Gentle Mates,Minny,cypher,EDward Gaming,nobody,sova,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,11,Gentle Mates,Minny,cypher,EDward Gaming,CHICHOO,killjoy,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,11,Gentle Mates,Minny,cypher,EDward Gaming,cb,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,16,Gentle Mates,Minny,cypher,EDward Gaming,ZmjjKK,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,16,Gentle Mates,Minny,cypher,EDward Gaming,cb,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,16,Gentle Mates,Minny,cypher,EDward Gaming,CHICHOO,killjoy,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,7,EDward Gaming,nobody,sova,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,7,EDward Gaming,nobody,sova,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,8,EDward Gaming,nobody,sova,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,8,EDward Gaming,nobody,sova,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,2,EDward Gaming,ZmjjKK,neon,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,2,EDward Gaming,ZmjjKK,neon,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,10,EDward Gaming,ZmjjKK,neon,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,10,EDward Gaming,ZmjjKK,neon,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,1,EDward Gaming,ZmjjKK,neon,Gentle Mates,bipo,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,1,EDward Gaming,ZmjjKK,neon,Gentle Mates,Minny,cypher,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,1,EDward Gaming,ZmjjKK,neon,Gentle Mates,starxo,fade,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,14,EDward Gaming,Smoggy,astra,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,14,EDward Gaming,Smoggy,astra,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,19,EDward Gaming,Smoggy,astra,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,19,EDward Gaming,Smoggy,astra,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,2,EDward Gaming,CHICHOO,killjoy,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,2,EDward Gaming,CHICHOO,killjoy,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,11,EDward Gaming,CHICHOO,killjoy,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,11,EDward Gaming,CHICHOO,killjoy,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,13,EDward Gaming,CHICHOO,killjoy,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,13,EDward Gaming,CHICHOO,killjoy,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,16,EDward Gaming,CHICHOO,killjoy,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,16,EDward Gaming,CHICHOO,killjoy,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,5,EDward Gaming,cb,yoru,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,5,EDward Gaming,cb,yoru,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,8,EDward Gaming,cb,yoru,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,8,EDward Gaming,cb,yoru,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,13,EDward Gaming,cb,yoru,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,13,EDward Gaming,cb,yoru,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,17,EDward Gaming,cb,yoru,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,17,EDward Gaming,cb,yoru,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,1,Xi Lai Gaming,NoMan,killjoy,Mega Minors,mada,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,1,Xi Lai Gaming,NoMan,killjoy,Mega Minors,Ethan,omen,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,6,Xi Lai Gaming,Rarga,neon,Mega Minors,mada,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,6,Xi Lai Gaming,Rarga,neon,Mega Minors,skuba,killjoy,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,3,Xi Lai Gaming,Rarga,neon,Mega Minors,skuba,killjoy,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,3,Xi Lai Gaming,Rarga,neon,Mega Minors,Ethan,omen,3k
