Tournament,Stage,Match Type,Match Name,Map,Round Number,Eliminator Team,Eliminator,Eliminator Agent,Eliminated Team,Eliminated,Eliminated Agent,Kill Type
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,6,Gentle Mates,bipo,neon,Team Liquid,wayne,harbor,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,6,Gentle Mates,bipo,neon,Team Liquid,purp0,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,24,Gentle Mates,bipo,neon,Team Liquid,wayne,harbor,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,24,Gentle Mates,bipo,neon,Team Liquid,nAts,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,3,Gentle Mates,Minny,cypher,Team Liquid,nAts,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,3,Gentle Mates,Minny,cypher,Team Liquid,wayne,harbor,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,19,Gentle Mates,Minny,cypher,Team Liquid,wayne,harbor,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,19,Gentle Mates,Minny,cypher,Team Liquid,MiniBoo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,21,Gentle Mates,Minny,cypher,Team Liquid,purp0,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,21,Gentle Mates,Minny,cypher,Team Liquid,wayne,harbor,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,2,Team Liquid,nAts,viper,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,2,Team Liquid,nAts,viper,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,11,Team Liquid,nAts,viper,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,11,Team Liquid,nAts,viper,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,13,Team Liquid,nAts,viper,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,13,Team Liquid,nAts,viper,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,16,Team Liquid,nAts,viper,Gentle Mates,marteen,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,16,Team Liquid,nAts,viper,Gentle Mates,GLYPH,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,16,Team Liquid,nAts,viper,Gentle Mates,starxo,fade,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,20,Team Liquid,purp0,skye,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,20,Team Liquid,purp0,skye,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,24,Team Liquid,purp0,skye,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,24,Team Liquid,purp0,skye,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,15,Team Liquid,purp0,skye,Gentle Mates,Minny,cypher,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,15,Team Liquid,purp0,skye,Gentle Mates,starxo,fade,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,15,Team Liquid,purp0,skye,Gentle Mates,marteen,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,18,Team Liquid,purp0,skye,Gentle Mates,starxo,fade,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,18,Team Liquid,purp0,skye,Gentle Mates,GLYPH,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,18,Team Liquid,purp0,skye,Gentle Mates,Minny,cypher,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,2,Team Liquid,kamo,waylay,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,2,Team Liquid,kamo,waylay,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,5,Team Liquid,kamo,waylay,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,5,Team Liquid,kamo,waylay,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,6,Team Liquid,kamo,waylay,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,6,Team Liquid,kamo,waylay,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,7,Team Liquid,kamo,waylay,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,7,Team Liquid,kamo,waylay,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,9,Team Liquid,kamo,waylay,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,9,Team Liquid,kamo,waylay,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,13,Team Liquid,kamo,waylay,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,13,Team Liquid,kamo,waylay,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,15,Team Liquid,kamo,waylay,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,15,Team Liquid,kamo,waylay,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,17,Team Liquid,kamo,waylay,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,17,Team Liquid,kamo,waylay,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,4,Team Liquid,kamo,waylay,Gentle Mates,Minny,cypher,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,4,Team Liquid,kamo,waylay,Gentle Mates,marteen,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,4,Team Liquid,kamo,waylay,Gentle Mates,starxo,fade,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,2,Team Liquid,kamo,waylay,Gentle Mates,marteen,yoru,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,1,Team Liquid,MiniBoo,neon,Gentle Mates,Minny,cypher,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,1,Team Liquid,MiniBoo,neon,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,6,Team Liquid,MiniBoo,neon,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,6,Team Liquid,MiniBoo,neon,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,18,Team Liquid,MiniBoo,neon,Gentle Mates,bipo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,18,Team Liquid,MiniBoo,neon,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,3,Team Liquid,MiniBoo,neon,Gentle Mates,GLYPH,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,3,Team Liquid,MiniBoo,neon,Gentle Mates,marteen,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,3,Team Liquid,MiniBoo,neon,Gentle Mates,Minny,cypher,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,1,Team Liquid,wayne,harbor,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,1,Team Liquid,wayne,harbor,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,7,Team Liquid,wayne,harbor,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,7,Team Liquid,wayne,harbor,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,10,Team Liquid,wayne,harbor,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,10,Team Liquid,wayne,harbor,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,5,Team Liquid,wayne,harbor,Gentle Mates,Minny,cypher,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,5,Team Liquid,wayne,harbor,Gentle Mates,GLYPH,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,5,Team Liquid,wayne,harbor,Gentle Mates,starxo,fade,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,1,Gentle Mates,starxo,fade,Team Liquid,MiniBoo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,1,Gentle Mates,starxo,fade,Team Liquid,nAts,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,13,Gentle Mates,starxo,fade,Team Liquid,kamo,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,13,Gentle Mates,starxo,fade,Team Liquid,nAts,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,14,Gentle Mates,starxo,fade,Team Liquid,purp0,skye,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,2,Gentle Mates,GLYPH,astra,Team Liquid,purp0,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,2,Gentle Mates,GLYPH,astra,Team Liquid,nAts,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,15,Gentle Mates,GLYPH,astra,Team Liquid,kamo,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,15,Gentle Mates,GLYPH,astra,Team Liquid,wayne,brimstone,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,16,Gentle Mates,GLYPH,astra,Team Liquid,MiniBoo,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,16,Gentle Mates,GLYPH,astra,Team Liquid,purp0,skye,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,16,Gentle Mates,GLYPH,astra,Team Liquid,kamo,waylay,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,6,Gentle Mates,marteen,yoru,Team Liquid,nAts,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,6,Gentle Mates,marteen,yoru,Team Liquid,purp0,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,8,Gentle Mates,marteen,yoru,Team Liquid,nAts,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,8,Gentle Mates,marteen,yoru,Team Liquid,purp0,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,10,Gentle Mates,marteen,yoru,Team Liquid,wayne,brimstone,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,10,Gentle Mates,marteen,yoru,Team Liquid,kamo,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,14,Gentle Mates,marteen,yoru,Team Liquid,kamo,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,14,Gentle Mates,marteen,yoru,Team Liquid,nAts,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,5,Gentle Mates,marteen,yoru,Team Liquid,purp0,skye,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,5,Gentle Mates,marteen,yoru,Team Liquid,wayne,brimstone,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,5,Gentle Mates,marteen,yoru,Team Liquid,nAts,viper,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,5,Gentle Mates,marteen,yoru,Gentle Mates,marteen,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,12,Gentle Mates,marteen,yoru,Team Liquid,wayne,brimstone,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,12,Gentle Mates,marteen,yoru,Team Liquid,kamo,waylay,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,12,Gentle Mates,marteen,yoru,Team Liquid,MiniBoo,neon,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,6,Gentle Mates,marteen,yoru,Team Liquid,purp0,skye,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,5,Gentle Mates,marteen,yoru,Team Liquid,nAts,viper,1v3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,5,Gentle Mates,marteen,yoru,Team Liquid,wayne,brimstone,1v3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,5,Gentle Mates,marteen,yoru,Team Liquid,purp0,skye,1v3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,3,Gentle Mates,bipo,waylay,Team Liquid,kamo,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,3,Gentle Mates,bipo,waylay,Team Liquid,purp0,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,4,Gentle Mates,bipo,waylay,Team Liquid,purp0,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,4,Gentle Mates,bipo,waylay,Team Liquid,MiniBoo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,5,Gentle Mates,bipo,waylay,Team Liquid,MiniBoo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,5,Gentle Mates,bipo,waylay,Team Liquid,kamo,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,8,Gentle Mates,bipo,waylay,Team Liquid,MiniBoo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,8,Gentle Mates,bipo,waylay,Team Liquid,wayne,brimstone,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,14,Gentle Mates,bipo,waylay,Team Liquid,MiniBoo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,14,Gentle Mates,bipo,waylay,Team Liquid,wayne,brimstone,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,1,Gentle Mates,Minny,viper,Team Liquid,wayne,brimstone,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,1,Gentle Mates,Minny,viper,Team Liquid,purp0,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,4,Gentle Mates,Minny,viper,Team Liquid,nAts,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,4,Gentle Mates,Minny,viper,Team Liquid,wayne,brimstone,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,10,Gentle Mates,Minny,viper,Team Liquid,MiniBoo,neon,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,10,Gentle Mates,Minny,viper,Team Liquid,purp0,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,12,Gentle Mates,Minny,viper,Team Liquid,purp0,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,12,Gentle Mates,Minny,viper,Team Liquid,nAts,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,12,Gentle Mates,Minny,viper,Gentle Mates,Minny,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,12,Gentle Mates,Minny,viper,Team Liquid,nAts,viper,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,9,Team Liquid,nAts,viper,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,9,Team Liquid,nAts,viper,Gentle Mates,bipo,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,13,Team Liquid,nAts,viper,Gentle Mates,marteen,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,13,Team Liquid,nAts,viper,Gentle Mates,Minny,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,12,Team Liquid,nAts,viper,Gentle Mates,marteen,yoru,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,12,Team Liquid,nAts,viper,Gentle Mates,bipo,waylay,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,12,Team Liquid,nAts,viper,Gentle Mates,GLYPH,astra,3k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,14,Team Liquid,purp0,skye,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,14,Team Liquid,purp0,skye,Gentle Mates,bipo,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,6,Team Liquid,kamo,waylay,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,6,Team Liquid,kamo,waylay,Gentle Mates,Minny,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,9,Team Liquid,kamo,waylay,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,9,Team Liquid,kamo,waylay,Gentle Mates,GLYPH,astra,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,13,Team Liquid,wayne,brimstone,Gentle Mates,bipo,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,13,Team Liquid,wayne,brimstone,Gentle Mates,starxo,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,13,Team Liquid,wayne,brimstone,Team Liquid,wayne,brimstone,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,11,Team Liquid,wayne,brimstone,Gentle Mates,bipo,waylay,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,11,Team Liquid,wayne,brimstone,Gentle Mates,marteen,yoru,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,11,Team Liquid,wayne,brimstone,Gentle Mates,starxo,fade,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,11,Team Liquid,wayne,brimstone,Gentle Mates,GLYPH,astra,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,5,EDward Gaming,nobody,skye,T1,Meteor,viper,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,5,EDward Gaming,nobody,skye,T1,Munchkin,brimstone,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,7,EDward Gaming,ZmjjKK,chamber,T1,Munchkin,brimstone,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,7,EDward Gaming,ZmjjKK,chamber,T1,iZu,yoru,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,7,EDward Gaming,ZmjjKK,chamber,T1,stax,fade,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,7,EDward Gaming,ZmjjKK,chamber,T1,BuZz,waylay,4k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,5,EDward Gaming,ZmjjKK,chamber,T1,stax,fade,1v1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,12,EDward Gaming,Smoggy,brimstone,T1,iZu,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,12,EDward Gaming,Smoggy,brimstone,T1,Munchkin,brimstone,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,3,EDward Gaming,CHICHOO,viper,T1,BuZz,waylay,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,3,EDward Gaming,CHICHOO,viper,T1,iZu,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,4,EDward Gaming,CHICHOO,viper,T1,stax,fade,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,4,EDward Gaming,CHICHOO,viper,T1,iZu,yoru,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,5,T1,stax,fade,EDward Gaming,nobody,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,5,T1,stax,fade,EDward Gaming,Smoggy,brimstone,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,7,T1,stax,fade,EDward Gaming,nobody,skye,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,7,T1,stax,fade,EDward Gaming,Smoggy,brimstone,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,10,T1,stax,fade,EDward Gaming,ZmjjKK,chamber,2k
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,10,T1,stax,fade,EDward Gaming,Smoggy,brimstone,2k
