Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,1,Gentle Mates,,0.3k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,1,EDward Gaming,,0.2k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,2,Gentle Mates,,6.2k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,2,EDward Gaming,,4.1k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,3,Gentle Mates,,9.1k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,3,EDward Gaming,,8.5k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,4,Gentle Mates,,17.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,4,EDward Gaming,,1.2k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,5,Gentle Mates,,5.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,5,EDward Gaming,,10.8k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,6,Gentle Mates,,6.1k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,6,EDward Gaming,,4.7k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,7,Gentle Mates,,10.7k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,7,EDward Gaming,,10.5k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,8,Gentle Mates,,17.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,8,EDward Gaming,,3.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,9,Gentle Mates,,20.6k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,9,EDward Gaming,,2.6k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,10,Gentle Mates,,23.7k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,10,EDward Gaming,,6.0k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,11,Gentle Mates,,11.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,11,EDward Gaming,,12.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,12,Gentle Mates,,2.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,12,EDward Gaming,,23.0k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,13,Gentle Mates,,0.2k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,13,EDward Gaming,,0.3k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,14,Gentle Mates,,1.7k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,14,EDward Gaming,,7.5k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,15,Gentle Mates,,13.0k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,15,EDward Gaming,,0.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,16,Gentle Mates,,2.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,16,EDward Gaming,,12.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,17,Gentle Mates,,10.4k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,17,EDward Gaming,,24.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,18,Gentle Mates,,3.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,18,EDward Gaming,,31.7k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,19,Gentle Mates,,11.4k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,19,EDward Gaming,,26.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,20,Gentle Mates,,5.0k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,20,EDward Gaming,,36.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,21,Gentle Mates,,4.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,21,EDward Gaming,,38.6k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,22,Gentle Mates,,10.3k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,22,EDward Gaming,,20.7k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,23,Gentle Mates,,4.6k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,23,EDward Gaming,,10.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,24,Gentle Mates,,0.9k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,24,EDward Gaming,,11.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,1,Gentle Mates,,0.3k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,1,EDward Gaming,,0.4k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,2,Gentle Mates,,7.9k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,2,EDward Gaming,,1.8k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,3,Gentle Mates,,0.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,3,EDward Gaming,,12.8k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,4,Gentle Mates,,8.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,4,EDward Gaming,,0.7k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,5,Gentle Mates,,10.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,5,EDward Gaming,,7.9k,Semi-eco: 5-10k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,6,Gentle Mates,,9.2k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,6,EDward Gaming,,10.0k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,7,Gentle Mates,,15.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,7,EDward Gaming,,11.3k,Semi-eco: 5-10k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,8,Gentle Mates,,5.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,8,EDward Gaming,,8.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,9,Gentle Mates,,1.0k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,9,EDward Gaming,,15.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,10,Gentle Mates,,10.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,10,EDward Gaming,,6.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,11,Gentle Mates,,1.9k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,11,EDward Gaming,,7.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,12,Gentle Mates,,5.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,12,EDward Gaming,,0.9k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,13,Gentle Mates,,0.2k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,13,EDward Gaming,,0.4k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,14,Gentle Mates,,9.0k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,14,EDward Gaming,,4.5k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,15,Gentle Mates,,2.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,15,EDward Gaming,,8.2k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,16,Gentle Mates,,14.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,16,EDward Gaming,,2.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,17,Gentle Mates,,15.7k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,17,EDward Gaming,,6.3k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,18,Gentle Mates,,11.1k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,18,EDward Gaming,,0.7k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,19,Gentle Mates,,22.1k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,19,EDward Gaming,,3.0k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,20,Gentle Mates,,25.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,20,EDward Gaming,,0.4k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,1,Xi Lai Gaming,,0.3k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,1,Mega Minors,,0.1k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,2,Xi Lai Gaming,,9.1k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,2,Mega Minors,,4.9k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,3,Xi Lai Gaming,,0.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,3,Mega Minors,,12.4k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,4,Xi Lai Gaming,,9.7k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,4,Mega Minors,,13.2k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,5,Xi Lai Gaming,,3.8k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,5,Mega Minors,,20.4k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,6,Xi Lai Gaming,,9.8k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,6,Mega Minors,,28.1k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,7,Xi Lai Gaming,,1.7k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,7,Mega Minors,,30.6k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,8,Xi Lai Gaming,,11.2k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,8,Mega Minors,,18.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,9,Xi Lai Gaming,,12.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,9,Mega Minors,,15.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,10,Xi Lai Gaming,,4.8k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,10,Mega Minors,,25.7k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,11,Xi Lai Gaming,,1.4k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,11,Mega Minors,,32.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,12,Xi Lai Gaming,,1.0k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,12,Mega Minors,,25.1k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,13,Xi Lai Gaming,,0.3k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,13,Mega Minors,,0.0k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,14,Xi Lai Gaming,,0.5k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,14,Mega Minors,,1.1k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,15,Xi Lai Gaming,,0.4k,Semi-buy: 10-20k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,15,Mega Minors,,7.9k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,1,Xi Lai Gaming,,0.1k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,1,Mega Minors,,0.1k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,2,Xi Lai Gaming,,9.7k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,2,Mega Minors,,5.7k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,3,Xi Lai Gaming,,0.9k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,3,Mega Minors,,12.0k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,4,Xi Lai Gaming,,9.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,4,Mega Minors,,2.3k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,5,Xi Lai Gaming,,3.0k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,5,Mega Minors,,11.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,6,Xi Lai Gaming,,15.8k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,6,Mega Minors,,10.1k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,7,Xi Lai Gaming,,6.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,7,Mega Minors,,21.2k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,8,Xi Lai Gaming,,1.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,8,Mega Minors,,27.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,9,Xi Lai Gaming,,9.2k,Semi-eco: 5-10k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,9,Mega Minors,,23.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,10,Xi Lai Gaming,,6.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,10,Mega Minors,,11.4k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,11,Xi Lai Gaming,,8.6k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,11,Mega Minors,,15.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,12,Xi Lai Gaming,,9.3k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,12,Mega Minors,,2.4k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,13,Xi Lai Gaming,,0.1k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,13,Mega Minors,,0.2k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,14,Xi Lai Gaming,,3.7k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,14,Mega Minors,,8.3k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,15,Xi Lai Gaming,,12.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,15,Mega Minors,,2.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,16,Xi Lai Gaming,,1.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,16,Mega Minors,,8.5k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,17,Xi Lai Gaming,,7.4k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,17,Mega Minors,,14.5k,Semi-eco: 5-10k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,18,Xi Lai Gaming,,19.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,18,Mega Minors,,7.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,19,Xi Lai Gaming,,15.7k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,19,Mega Minors,,3.4k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,20,Xi Lai Gaming,,5.2k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,20,Mega Minors,,5.5k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,21,Xi Lai Gaming,,0.3k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,21,Mega Minors,,5.1k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,22,Xi Lai Gaming,,4.0k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,22,Mega Minors,,11.5k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,23,Xi Lai Gaming,,7.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,23,Mega Minors,,4.6k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,1,G2 Esports,,0.2k,Eco: 0-5k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,1,Paper Rex,,0.1k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,2,G2 Esports,,2.4k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,2,Paper Rex,,9.1k,Eco: 0-5k,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,3,G2 Esports,,14.5k,Semi-buy: 10-20k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,3,Paper Rex,,0.8k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,4,G2 Esports,,17.4k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,4,Paper Rex,,9.0k,Semi-eco: 5-10k,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,5,G2 Esports,,5.8k,Full buy: 20k+,Loss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,5,Paper Rex,,9.8k,Full buy: 20k+,Win
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,6,G2 Esports,,8.2k,Semi-buy: 10-20k,Loss
