Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,19,Team Liquid,,7.4k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,20,Team Vitality,,31.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,20,Team Liquid,,1.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,21,Team Vitality,,34.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,21,Team Liquid,,7.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,22,Team Vitality,,27.9k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,22,Team Liquid,,2.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,1,Gentle Mates,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,1,FNATIC,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,2,Gentle Mates,,0.5k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,2,FNATIC,,9.9k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,3,Gentle Mates,,12.1k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,3,FNATIC,,1.4k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,4,Gentle Mates,,2.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,4,FNATIC,,4.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,5,Gentle Mates,,7.4k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,5,FNATIC,,7.3k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,6,Gentle Mates,,12.8k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,6,FNATIC,,2.9k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,7,Gentle Mates,,17.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,7,FNATIC,,8.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,8,Gentle Mates,,6.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,8,FNATIC,,10.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,9,Gentle Mates,,11.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,9,FNATIC,,4.1k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,10,Gentle Mates,,8.9k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,10,FNATIC,,11.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,11,Gentle Mates,,1.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,11,FNATIC,,20.2k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,12,Gentle Mates,,0.3k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,12,FNATIC,,18.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,13,Gentle Mates,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,13,FNATIC,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,14,Gentle Mates,,9.4k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,14,FNATIC,,3.1k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,15,Gentle Mates,,0.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,15,FNATIC,,11.3k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,16,Gentle Mates,,7.0k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,16,FNATIC,,12.1k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,17,Gentle Mates,,2.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,17,FNATIC,,8.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,18,Gentle Mates,,7.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,18,FNATIC,,18.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,19,Gentle Mates,,9.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,19,FNATIC,,9.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,20,Gentle Mates,,1.0k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,20,FNATIC,,14.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,21,Gentle Mates,,4.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,21,FNATIC,,4.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,22,Gentle Mates,,3.6k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,22,FNATIC,,9.0k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,23,Gentle Mates,,12.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,23,FNATIC,,2.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,1,Gentle Mates,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,1,FNATIC,,0.1k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,2,Gentle Mates,,0.8k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,2,FNATIC,,6.9k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,3,Gentle Mates,,9.9k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,3,FNATIC,,1.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,4,Gentle Mates,,14.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,4,FNATIC,,7.7k,Semi-eco: 5-10k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,5,Gentle Mates,,4.8k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,5,FNATIC,,2.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,6,Gentle Mates,,10.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,6,FNATIC,,8.6k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,7,Gentle Mates,,18.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,7,FNATIC,,1.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,8,Gentle Mates,,14.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,8,FNATIC,,1.2k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,9,Gentle Mates,,3.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,9,FNATIC,,5.9k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,10,Gentle Mates,,8.3k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,10,FNATIC,,13.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,11,Gentle Mates,,2.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,11,FNATIC,,14.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,12,Gentle Mates,,7.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,12,FNATIC,,4.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,13,Gentle Mates,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,13,FNATIC,,0.1k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,14,Gentle Mates,,5.3k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,14,FNATIC,,7.8k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,15,Gentle Mates,,12.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,15,FNATIC,,0.8k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,16,Gentle Mates,,1.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,16,FNATIC,,7.2k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,17,Gentle Mates,,8.3k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,17,FNATIC,,14.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,18,Gentle Mates,,3.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,18,FNATIC,,16.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,19,Gentle Mates,,10.0k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,19,FNATIC,,16.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,20,Gentle Mates,,3.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,20,FNATIC,,22.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,21,Gentle Mates,,1.7k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,21,FNATIC,,19.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,22,Gentle Mates,,4.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,22,FNATIC,,7.1k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,23,Gentle Mates,,8.2k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,23,FNATIC,,4.1k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,24,Gentle Mates,,0.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,24,FNATIC,,4.3k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,25,Gentle Mates,,1.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,25,FNATIC,,1.2k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,26,Gentle Mates,,1.1k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,26,FNATIC,,0.9k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,27,Gentle Mates,,0.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,27,FNATIC,,1.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,28,Gentle Mates,,1.1k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,28,FNATIC,,1.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,29,Gentle Mates,,0.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,29,FNATIC,,1.2k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,30,Gentle Mates,,1.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,30,FNATIC,,0.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,1,Gentle Mates,,0.2k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,1,FNATIC,,0.3k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,2,Gentle Mates,,4.9k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,2,FNATIC,,8.4k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,3,Gentle Mates,,9.9k,Semi-eco: 5-10k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,3,FNATIC,,8.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,4,Gentle Mates,,16.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,4,FNATIC,,9.8k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,5,Gentle Mates,,6.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,5,FNATIC,,10.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,6,Gentle Mates,,8.2k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,6,FNATIC,,23.2k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,7,Gentle Mates,,2.8k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,7,FNATIC,,33.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,8,Gentle Mates,,13.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,8,FNATIC,,16.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,9,Gentle Mates,,19.6k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,9,FNATIC,,11.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,10,Gentle Mates,,17.1k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,10,FNATIC,,6.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,11,Gentle Mates,,29.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,11,FNATIC,,7.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,12,Gentle Mates,,20.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,12,FNATIC,,3.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,13,Gentle Mates,,0.3k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,13,FNATIC,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,14,Gentle Mates,,8.7k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,14,FNATIC,,4.7k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,15,Gentle Mates,,5.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,15,FNATIC,,7.9k,Semi-eco: 5-10k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,16,Gentle Mates,,8.8k,Semi-eco: 5-10k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,16,FNATIC,,8.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,17,Gentle Mates,,11.4k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,17,FNATIC,,6.4k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,18,Gentle Mates,,14.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,18,FNATIC,,1.9k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,19,Gentle Mates,,17.8k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,19,FNATIC,,0.3k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,1,Gentle Mates,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,1,FNATIC,,0.4k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,2,Gentle Mates,,5.1k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,2,FNATIC,,7.8k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,3,Gentle Mates,,13.2k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,3,FNATIC,,1.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,4,Gentle Mates,,2.2k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,4,FNATIC,,6.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,5,Gentle Mates,,12.4k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,5,FNATIC,,2.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,6,Gentle Mates,,18.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,6,FNATIC,,6.1k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,7,Gentle Mates,,21.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,7,FNATIC,,0.4k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,8,Gentle Mates,,9.9k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,8,FNATIC,,6.2k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,9,Gentle Mates,,16.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,9,FNATIC,,7.9k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,10,Gentle Mates,,16.9k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,10,FNATIC,,1.1k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,11,Gentle Mates,,8.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,11,FNATIC,,7.2k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,12,Gentle Mates,,1.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,12,FNATIC,,6.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,13,Gentle Mates,,0.2k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,13,FNATIC,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,14,Gentle Mates,,0.9k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,14,FNATIC,,8.3k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,15,Gentle Mates,,8.8k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,15,FNATIC,,7.0k,Full buy: 20k+,Win
