Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,Pistol Won,,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,Eco (won),4,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,$ (won),2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,$$ (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,$$$ (won),10,4
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Eco (won),2,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,$$ (won),5,5
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,$$$ (won),10,6
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,FULL SENSE,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,FULL SENSE,Eco (won),10,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,FULL SENSE,$ (won),5,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,FULL SENSE,$$ (won),13,7
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,FULL SENSE,$$$ (won),33,18
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Pistol Won,,4
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Eco (won),8,4
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,$ (won),3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,$$ (won),16,9
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,$$$ (won),34,20
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,Pistol Won,,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,Eco (won),4,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,$ (won),1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,$$ (won),2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,$$$ (won),16,11
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,Eco (won),2,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,$$ (won),8,4
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,$$$ (won),11,4
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,Eco (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,$$ (won),4,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,$$$ (won),13,7
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,Eco (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,$ (won),1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,$$ (won),2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,$$$ (won),16,11
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,Eco (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,$$ (won),6,3
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,$$$ (won),10,4
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,Eco (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,$ (won),0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,$$ (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,$$$ (won),15,11
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,Paper Rex,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,Paper Rex,Eco (won),10,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,Paper Rex,$ (won),5,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,Paper Rex,$$ (won),12,5
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,Paper Rex,$$$ (won),39,22
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,T1,Pistol Won,,4
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,T1,Eco (won),8,4
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,T1,$ (won),3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,T1,$$ (won),13,6
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,All Maps,T1,$$$ (won),42,26
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,Eco (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,$ (won),1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,$$ (won),2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,$$$ (won),14,10
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,Eco (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,$ (won),3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,$$ (won),4,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,$$$ (won),10,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,Pistol Won,,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,Eco (won),4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,$$ (won),2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,$$$ (won),12,6
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,Eco (won),2,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,$ (won),0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,$$ (won),5,5
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,$$$ (won),13,6
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,Eco (won),4,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,$$ (won),3,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,$$$ (won),13,10
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,Eco (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,$ (won),1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,$$ (won),4,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,$$$ (won),14,6
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,DRX,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,DRX,Eco (won),11,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,DRX,$ (won),5,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,DRX,$$ (won),7,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,DRX,$$$ (won),39,26
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,ZETA DIVISION,Pistol Won,,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,ZETA DIVISION,Eco (won),8,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,ZETA DIVISION,$ (won),4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,ZETA DIVISION,$$ (won),13,9
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,All Maps,ZETA DIVISION,$$$ (won),37,16
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,Eco (won),2,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,$ (won),1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,$$ (won),7,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,$$$ (won),18,7
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,Pistol Won,,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,Eco (won),4,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,$$ (won),1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,$$$ (won),21,14
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,Eco (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,$$ (won),3,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,$$$ (won),16,10
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,Eco (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,$ (won),1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,$$ (won),7,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,$$$ (won),13,6
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Global Esports,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Global Esports,Eco (won),2,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Global Esports,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Global Esports,$$ (won),7,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Global Esports,$$$ (won),13,7
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Gen.G,Pistol Won,,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Gen.G,Eco (won),4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Gen.G,$ (won),2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Gen.G,$$ (won),3,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Gen.G,$$$ (won),15,8
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Global Esports,Pistol Won,,5
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Global Esports,Eco (won),7,5
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Global Esports,$ (won),5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Global Esports,$$ (won),17,10
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Global Esports,$$$ (won),47,24
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Gen.G,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Gen.G,Eco (won),11,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Gen.G,$ (won),5,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Gen.G,$$ (won),11,6
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,All Maps,Gen.G,$$$ (won),49,28
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,FULL SENSE,Pistol Won,,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,FULL SENSE,Eco (won),3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,FULL SENSE,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,FULL SENSE,$$ (won),7,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,FULL SENSE,$$$ (won),4,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,DRX,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,DRX,Eco (won),3,3
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,DRX,$ (won),0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,DRX,$$ (won),5,3
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,DRX,$$$ (won),8,7
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,FULL SENSE,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,FULL SENSE,Eco (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,FULL SENSE,$ (won),1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,FULL SENSE,$$ (won),8,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,FULL SENSE,$$$ (won),10,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,DRX,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,DRX,Eco (won),3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,DRX,$ (won),0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,DRX,$$ (won),4,3
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,DRX,$$$ (won),15,9
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,All Maps,FULL SENSE,Pistol Won,,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,All Maps,FULL SENSE,Eco (won),6,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,All Maps,FULL SENSE,$ (won),3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,All Maps,FULL SENSE,$$ (won),15,5
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,All Maps,FULL SENSE,$$$ (won),14,6
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,All Maps,DRX,Pistol Won,,3
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,All Maps,DRX,Eco (won),6,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,All Maps,DRX,$ (won),0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,All Maps,DRX,$$ (won),9,6
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,All Maps,DRX,$$$ (won),23,16
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Paper Rex,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Paper Rex,Eco (won),2,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Paper Rex,$ (won),1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Paper Rex,$$ (won),6,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Paper Rex,$$$ (won),14,9
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Global Esports,Pistol Won,,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Global Esports,Eco (won),4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Global Esports,$ (won),1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Global Esports,$$ (won),3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Global Esports,$$$ (won),15,10
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Paper Rex,Pistol Won,,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Paper Rex,Eco (won),4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Paper Rex,$ (won),0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Paper Rex,$$ (won),7,3
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Paper Rex,$$$ (won),8,3
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Global Esports,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Global Esports,Eco (won),2,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Global Esports,$ (won),1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Global Esports,$$ (won),6,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Global Esports,$$$ (won),10,7
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Paper Rex,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Paper Rex,Eco (won),2,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Paper Rex,$ (won),1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Paper Rex,$$ (won),7,5
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Paper Rex,$$$ (won),16,7
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Global Esports,Pistol Won,,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Global Esports,Eco (won),4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Global Esports,$ (won),2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Global Esports,$$ (won),2,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Global Esports,$$$ (won),18,9
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,All Maps,Paper Rex,Pistol Won,,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,All Maps,Paper Rex,Eco (won),8,4
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,All Maps,Paper Rex,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,All Maps,Paper Rex,$$ (won),20,10
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,All Maps,Paper Rex,$$$ (won),38,19
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,All Maps,Global Esports,Pistol Won,,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,All Maps,Global Esports,Eco (won),10,2
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,All Maps,Global Esports,$ (won),4,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,All Maps,Global Esports,$$ (won),11,6
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,All Maps,Global Esports,$$$ (won),43,26
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Haven,DRX,Pistol Won,,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Haven,DRX,Eco (won),4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Haven,DRX,$ (won),2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Haven,DRX,$$ (won),1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Haven,DRX,$$$ (won),17,10
