Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,T1,Meteor,viper,4,1,,,1,,,,,39,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,T1,iZu,yoru,6,2,,,,,,,,50,2,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,Team Liquid,nAts,viper,5,1,1,,1,,,,,50,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,Team Liquid,purp0,skye,1,,2,,,,,,,50,10,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,Team Liquid,kamo,waylay,5,,,,1,,,,,35,0,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,Team Liquid,MiniBoo,neon,5,1,,,,1,,,,42,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,Team Liquid,wayne,omen,2,1,1,,,,,,,53,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Paper Rex,Jinggg,"phoenix, raze",9,3,,,1,,,,,49,4,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Paper Rex,invy,fade,10,3,1,1,1,,1,,,64,15,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Paper Rex,f0rsakeN,"omen, veto",6,2,1,1,,,,,,47,3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Paper Rex,d4v41,"astra, chamber, viper",8,4,,,,,,,,52,4,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Paper Rex,something,yoru,3,,1,,,,,,,30,2,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Mega Minors,brawk,"sova, vyse",7,2,,,,,,,,49,8,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Mega Minors,mada,"neon, waylay",5,2,,2,1,,,,,51,0,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Mega Minors,skuba,"astra, killjoy, viper",8,,,,,1,,,,43,2,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Mega Minors,Ethan,"omen, skye, tejo",4,2,,,,,,,,43,15,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Mega Minors,keiko,"killjoy, omen, viper",13,,1,,,,,,,51,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,Jinggg,raze,2,1,,,,,,,,45,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,invy,fade,3,1,,1,,,1,,,76,5,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,f0rsakeN,omen,4,2,1,,,,,,,60,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,d4v41,viper,1,2,,,,,,,,61,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,something,yoru,1,,,,,,,,,22,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Mega Minors,brawk,vyse,2,1,,,,,,,,49,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Mega Minors,mada,neon,2,2,,,1,,,,,42,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Mega Minors,skuba,viper,2,,,,,,,,,26,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Mega Minors,Ethan,skye,,1,,,,,,,,56,4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Mega Minors,keiko,omen,4,,,,,,,,,40,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,Jinggg,raze,6,,,,1,,,,,54,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,invy,fade,4,1,,,1,,,,,69,5,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,f0rsakeN,veto,1,,,,,,,,,29,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,d4v41,astra,1,,,,,,,,,25,4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,something,yoru,,,1,,,,,,,30,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Mega Minors,brawk,sova,4,1,,,,,,,,60,3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Mega Minors,mada,waylay,1,,,2,,,,,,65,0,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Mega Minors,skuba,astra,3,,,,,,,,,54,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Mega Minors,Ethan,tejo,3,1,,,,,,,,50,4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Mega Minors,keiko,killjoy,3,,1,,,,,,,56,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,Jinggg,phoenix,1,2,,,,,,,,48,3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,invy,fade,3,1,1,,,,,,,47,5,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,f0rsakeN,omen,1,,,1,,,,,,52,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,d4v41,chamber,6,2,,,,,,,,69,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,something,yoru,2,,,,,,,,,39,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Mega Minors,brawk,sova,1,,,,,,,,,39,4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Mega Minors,mada,neon,2,,,,,,,,,45,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Mega Minors,skuba,killjoy,3,,,,,1,,,,50,0,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Mega Minors,Ethan,omen,1,,,,,,,,,24,7,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Mega Minors,keiko,viper,6,,,,,,,,,57,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Gentle Mates,starxo,fade,4,1,,,3,1,,,,61,11,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Gentle Mates,GLYPH,astra,4,1,,,,,,,,40,3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Gentle Mates,marteen,yoru,10,7,,,2,,1,,,72,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Gentle Mates,bipo,"neon, waylay",7,,,,,,,,,41,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Gentle Mates,Minny,"cypher, viper",7,,,,1,,,,,53,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Team Liquid,nAts,viper,5,2,,,,,,,,61,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Team Liquid,purp0,skye,3,2,,,,,,,,40,8,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Team Liquid,kamo,waylay,10,1,,,1,,,,,47,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Team Liquid,MiniBoo,neon,3,1,,,,,,,,45,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Team Liquid,wayne,"brimstone, harbor",4,1,1,,,,,,,47,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,starxo,fade,2,1,,,2,1,,,,68,7,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,GLYPH,astra,2,,,,,,,,,28,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,marteen,yoru,6,5,,,1,,,,,72,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,bipo,neon,2,,,,,,,,,36,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,Minny,cypher,3,,,,,,,,,45,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Team Liquid,nAts,viper,3,1,,,,,,,,66,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Team Liquid,purp0,skye,2,2,,,,,,,,41,7,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Team Liquid,kamo,waylay,8,1,,,1,,,,,55,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Team Liquid,MiniBoo,neon,3,1,,,,,,,,44,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Team Liquid,wayne,harbor,3,1,,,,,,,,42,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,starxo,fade,2,,,,1,,,,,54,4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,GLYPH,astra,2,1,,,,,,,,52,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,marteen,yoru,4,2,,,1,,1,,,71,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,bipo,waylay,5,,,,,,,,,46,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,Minny,viper,4,,,,1,,,,,60,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Team Liquid,nAts,viper,2,1,,,,,,,,56,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Team Liquid,purp0,skye,1,,,,,,,,,39,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Team Liquid,kamo,waylay,2,,,,,,,,,39,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Team Liquid,MiniBoo,neon,,,,,,,,,,46,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Team Liquid,wayne,brimstone,1,,1,,,,,,,52,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,EDward Gaming,nobody,"skye, sova",1,2,,,,,,,,34,3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,EDward Gaming,ZmjjKK,chamber,2,4,1,,1,,,,,63,1,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,EDward Gaming,Smoggy,"brimstone, omen",2,1,,,1,,,,,41,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,EDward Gaming,CHICHOO,viper,5,2,,,,,,,,49,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,EDward Gaming,cb,neon,1,,,,,1,,,,30,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,T1,stax,"fade, sova",5,3,,,1,,,,,64,9,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,T1,BuZz,"neon, waylay",7,2,1,,,,,,,59,3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,T1,Munchkin,"brimstone, viper",5,2,,,,,,,,65,4,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,T1,Meteor,"killjoy, viper",4,1,1,,2,,,,,58,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,T1,iZu,"omen, yoru",6,2,1,,,,,,,49,4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,nobody,skye,1,,,,,,,,,18,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,ZmjjKK,chamber,,,1,,1,,,,,61,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,Smoggy,brimstone,1,,,,,,,,,44,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,CHICHOO,viper,2,,,,,,,,,45,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,cb,neon,,,,,,,,,,32,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,T1,stax,fade,3,1,,,1,,,,,66,6,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,T1,BuZz,waylay,4,1,1,,,,,,,67,3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,T1,Munchkin,brimstone,3,,,,,,,,,65,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,T1,Meteor,viper,1,,1,,1,,,,,64,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,T1,iZu,yoru,,2,1,,,,,,,41,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,nobody,sova,,2,,,,,,,,50,3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,ZmjjKK,chamber,2,4,,,,,,,,65,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,Smoggy,omen,1,1,,,1,,,,,38,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,CHICHOO,viper,3,2,,,,,,,,52,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,cb,neon,1,,,,,1,,,,28,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,T1,stax,sova,2,2,,,,,,,,61,3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,T1,BuZz,neon,3,1,,,,,,,,51,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,T1,Munchkin,viper,2,2,,,,,,,,65,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,T1,Meteor,killjoy,3,1,,,1,,,,,51,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,T1,iZu,omen,6,,,,,,,,,57,3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,Xi Lai Gaming,NoMan,"killjoy, waylay",4,2,,,1,,,,,43,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,Xi Lai Gaming,Rarga,"neon, yoru",5,2,,,,,,,,52,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,Xi Lai Gaming,WsLeo,sova,2,,,,1,,,,,49,8,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,Xi Lai Gaming,Lysoar,omen,6,,2,,,,,,,44,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,Xi Lai Gaming,happywei,"astra, viper",6,3,,,,,,,,57,0,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,G2 Esports,BABYBAY,"chamber, waylay",7,1,,,,,,,,53,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,G2 Esports,valyn,"astra, harbor",7,2,,,1,,,,,54,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,G2 Esports,jawgemo,"neon, phoenix",4,3,2,,,,,,,77,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,G2 Esports,leaf,"astra, yoru",6,4,,,3,1,,,,62,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,G2 Esports,trent,"fade, sova",9,,,,4,,,,,56,7,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,NoMan,waylay,1,1,,,1,,,,,39,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,Rarga,yoru,3,1,,,,,,,,51,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,WsLeo,sova,1,,,,,,,,,41,4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,Lysoar,omen,6,,1,,,,,,,57,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,happywei,astra,5,1,,,,,,,,49,0,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,G2 Esports,BABYBAY,waylay,5,1,,,,,,,,63,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,G2 Esports,valyn,harbor,4,2,,,,,,,,65,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,G2 Esports,jawgemo,neon,1,,1,,,,,,,41,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,G2 Esports,leaf,astra,3,3,,,2,,,,,54,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,G2 Esports,trent,sova,5,,,,3,,,,,54,5,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,NoMan,killjoy,3,1,,,,,,,,47,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,Rarga,neon,2,1,,,,,,,,52,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,WsLeo,sova,1,,,,1,,,,,56,4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,Lysoar,omen,,,1,,,,,,,31,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,happywei,viper,1,2,,,,,,,,64,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,BABYBAY,chamber,2,,,,,,,,,43,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,valyn,astra,3,,,,1,,,,,43,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,jawgemo,phoenix,3,3,1,,,,,,,113,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,leaf,yoru,3,1,,,1,1,,,,69,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,trent,fade,4,,,,1,,,,,57,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,All Maps,Mega Minors,brawk,sova,7,1,,,,1,,,,59,6,4
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,All Maps,Mega Minors,mada,"waylay, yoru",8,,,,,1,,,,45,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,All Maps,Mega Minors,skuba,viper,5,2,1,,1,1,,,,61,3,2
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,All Maps,Mega Minors,Ethan,"omen, tejo",2,,1,,,,,,,50,4,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,All Maps,Mega Minors,keiko,"jett, omen",6,2,2,,1,,1,,,76,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,All Maps,Team Liquid,nAts,"astra, viper",4,2,,,,,,,,41,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,All Maps,Team Liquid,purp0,"skye, sova",6,1,,,,,,,,38,8,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,All Maps,Team Liquid,kamo,yoru,3,1,1,,,,,,,47,3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,All Maps,Team Liquid,MiniBoo,neon,5,1,,,,,,,,38,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,All Maps,Team Liquid,wayne,"harbor, omen",5,1,1,,1,1,,,,39,5,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,brawk,sova,5,,,,,1,,,,64,4,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,mada,yoru,5,,,,,,,,,57,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,skuba,viper,3,1,,,1,,,,,52,3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,Ethan,omen,1,,,,,,,,,34,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,keiko,jett,3,,2,,1,,1,,,58,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Team Liquid,nAts,viper,3,1,,,,,,,,41,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Team Liquid,purp0,sova,6,1,,,,,,,,55,6,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Team Liquid,kamo,yoru,1,,1,,,,,,,39,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Team Liquid,MiniBoo,neon,4,1,,,,,,,,41,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Team Liquid,wayne,omen,3,1,1,,,1,,,,54,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Mega Minors,brawk,sova,2,1,,,,,,,,54,2,3
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Mega Minors,mada,waylay,3,,,,,1,,,,32,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Mega Minors,skuba,viper,2,1,1,,,1,,,,70,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Mega Minors,Ethan,tejo,1,,1,,,,,,,66,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Mega Minors,keiko,omen,3,2,,,,,,,,94,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Team Liquid,nAts,astra,1,1,,,,,,,,40,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Team Liquid,purp0,skye,,,,,,,,,,20,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Team Liquid,kamo,yoru,2,1,,,,,,,,55,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Team Liquid,MiniBoo,neon,1,,,,,,,,,35,1,0
