Tournament,Stage,Match Type,Match Name,Map,Player Team,Player,Enemy Team,Enemy,Player Kills,Enemy Kills,Difference,Kill Type
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,XuNa,Global Esports,Kr1stal,2,0,2,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,XuNa,Global Esports,UdoTan,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,oonzmlp,Global Esports,Autumn,2,1,1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,oonzmlp,Global Esports,PatMen,0,2,-2,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,oonzmlp,Global Esports,xavi8k,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,oonzmlp,Global Esports,Kr1stal,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,oonzmlp,Global Esports,UdoTan,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,C1ndeR,Global Esports,Autumn,1,1,0,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,C1ndeR,Global Esports,PatMen,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,C1ndeR,Global Esports,xavi8k,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,C1ndeR,Global Esports,Kr1stal,1,0,1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,C1ndeR,Global Esports,UdoTan,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Klaus,Global Esports,Autumn,3,1,2,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Klaus,Global Esports,PatMen,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Klaus,Global Esports,xavi8k,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Klaus,Global Esports,Kr1stal,1,1,0,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Klaus,Global Esports,UdoTan,0,3,-3,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Zexy,Global Esports,Autumn,4,0,4,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Zexy,Global Esports,PatMen,2,2,0,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Zexy,Global Esports,xavi8k,2,1,1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Zexy,Global Esports,Kr1stal,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Zexy,Global Esports,UdoTan,1,1,0,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,XuNa,Global Esports,Autumn,0,1,-1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,XuNa,Global Esports,PatMen,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,XuNa,Global Esports,xavi8k,0,1,-1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,XuNa,Global Esports,Kr1stal,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,XuNa,Global Esports,UdoTan,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,oonzmlp,Global Esports,Autumn,0,1,-1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,oonzmlp,Global Esports,PatMen,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,oonzmlp,Global Esports,xavi8k,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,oonzmlp,Global Esports,Kr1stal,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,oonzmlp,Global Esports,UdoTan,0,1,-1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,C1ndeR,Global Esports,Autumn,0,1,-1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,C1ndeR,Global Esports,PatMen,0,1,-1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,C1ndeR,Global Esports,xavi8k,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,C1ndeR,Global Esports,Kr1stal,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,C1ndeR,Global Esports,UdoTan,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Klaus,Global Esports,Autumn,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Klaus,Global Esports,PatMen,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Klaus,Global Esports,xavi8k,0,1,-1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Klaus,Global Esports,Kr1stal,1,0,1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Klaus,Global Esports,UdoTan,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Zexy,Global Esports,Autumn,3,0,3,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Zexy,Global Esports,PatMen,3,0,3,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Zexy,Global Esports,xavi8k,3,0,3,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Zexy,Global Esports,Kr1stal,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,All Maps,VARREL,Zexy,Global Esports,UdoTan,1,0,1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,Autumn,1,4,-3,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,PatMen,5,1,4,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,xavi8k,3,6,-3,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,Kr1stal,3,2,1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,UdoTan,4,4,0,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,Autumn,4,0,4,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,PatMen,3,5,-2,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,xavi8k,2,3,-1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,Kr1stal,2,3,-1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,UdoTan,1,7,-6,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,Autumn,2,5,-3,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,PatMen,0,4,-4,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,xavi8k,1,5,-4,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,Kr1stal,2,4,-2,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,UdoTan,2,1,1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,Autumn,5,1,4,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,PatMen,0,5,-5,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,xavi8k,4,3,1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,Kr1stal,5,2,3,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,UdoTan,1,5,-4,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,Autumn,2,1,1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,PatMen,3,4,-1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,xavi8k,2,3,-1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,Kr1stal,1,2,-1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,UdoTan,3,7,-4,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,Autumn,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,PatMen,1,0,1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,xavi8k,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,Kr1stal,1,0,1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,UdoTan,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,Autumn,2,0,2,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,PatMen,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,xavi8k,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,Kr1stal,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,UdoTan,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,Autumn,1,1,0,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,PatMen,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,xavi8k,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,Kr1stal,1,0,1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,UdoTan,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,Autumn,1,0,1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,PatMen,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,xavi8k,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,Kr1stal,1,1,0,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,UdoTan,0,2,-2,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,Autumn,1,0,1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,PatMen,1,1,0,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,xavi8k,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,Kr1stal,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,UdoTan,1,1,0,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,Autumn,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,PatMen,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,xavi8k,0,1,-1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,Kr1stal,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,XuNa,Global Esports,UdoTan,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,Autumn,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,PatMen,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,xavi8k,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,Kr1stal,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,oonzmlp,Global Esports,UdoTan,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,Autumn,0,1,-1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,PatMen,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,xavi8k,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,Kr1stal,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,C1ndeR,Global Esports,UdoTan,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,Autumn,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,PatMen,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,xavi8k,0,1,-1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,Kr1stal,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Klaus,Global Esports,UdoTan,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,Autumn,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,PatMen,1,0,1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,xavi8k,1,0,1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,Kr1stal,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,Zexy,Global Esports,UdoTan,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,Autumn,1,4,-3,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,PatMen,0,2,-2,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,xavi8k,3,3,0,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,Kr1stal,3,3,0,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,UdoTan,2,4,-2,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,oonzmlp,Global Esports,Autumn,1,4,-3,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,oonzmlp,Global Esports,PatMen,3,3,0,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,oonzmlp,Global Esports,xavi8k,1,2,-1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,oonzmlp,Global Esports,Kr1stal,2,1,1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,oonzmlp,Global Esports,UdoTan,1,5,-4,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,C1ndeR,Global Esports,Autumn,0,1,-1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,C1ndeR,Global Esports,PatMen,0,2,-2,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,C1ndeR,Global Esports,xavi8k,2,5,-3,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,C1ndeR,Global Esports,Kr1stal,0,3,-3,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,C1ndeR,Global Esports,UdoTan,0,5,-5,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Klaus,Global Esports,Autumn,3,4,-1,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Klaus,Global Esports,PatMen,1,1,0,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Klaus,Global Esports,xavi8k,0,5,-5,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Klaus,Global Esports,Kr1stal,4,2,2,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Klaus,Global Esports,UdoTan,4,2,2,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Zexy,Global Esports,Autumn,8,3,5,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Zexy,Global Esports,PatMen,7,3,4,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Zexy,Global Esports,xavi8k,8,5,3,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Zexy,Global Esports,Kr1stal,0,2,-2,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Zexy,Global Esports,UdoTan,5,2,3,All Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,Autumn,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,PatMen,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,xavi8k,1,0,1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,Kr1stal,1,0,1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,UdoTan,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,oonzmlp,Global Esports,Autumn,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,oonzmlp,Global Esports,PatMen,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,oonzmlp,Global Esports,xavi8k,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,oonzmlp,Global Esports,Kr1stal,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,oonzmlp,Global Esports,UdoTan,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,C1ndeR,Global Esports,Autumn,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,C1ndeR,Global Esports,PatMen,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,C1ndeR,Global Esports,xavi8k,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,C1ndeR,Global Esports,Kr1stal,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,C1ndeR,Global Esports,UdoTan,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Klaus,Global Esports,Autumn,2,1,1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Klaus,Global Esports,PatMen,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Klaus,Global Esports,xavi8k,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Klaus,Global Esports,Kr1stal,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Klaus,Global Esports,UdoTan,0,1,-1,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Zexy,Global Esports,Autumn,3,0,3,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Zexy,Global Esports,PatMen,1,1,0,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Zexy,Global Esports,xavi8k,2,0,2,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Zexy,Global Esports,Kr1stal,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,Zexy,Global Esports,UdoTan,,,,First Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,Autumn,0,1,-1,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,PatMen,,,,Op Kills
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,XuNa,Global Esports,xavi8k,,,,Op Kills
