Tournament,Stage,Match Type,Match Name,Map,Player Team,Player,Enemy Team,Enemy,Player Kills,Enemy Kills,Difference,Kill Type
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,Au1,G2 Esports,jawgemo,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,Au1,G2 Esports,leaf,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,Au1,G2 Esports,valyn,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,Au1,G2 Esports,trent,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,iamgrq,G2 Esports,BABYBAY,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,iamgrq,G2 Esports,jawgemo,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,iamgrq,G2 Esports,leaf,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,iamgrq,G2 Esports,valyn,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,iamgrq,G2 Esports,trent,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,Shr1mp,G2 Esports,BABYBAY,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,Shr1mp,G2 Esports,jawgemo,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,Shr1mp,G2 Esports,leaf,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,Shr1mp,G2 Esports,valyn,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Maps,All Gamers,Shr1mp,G2 Esports,trent,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,BABYBAY,0,4,-4,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,jawgemo,3,3,0,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,leaf,1,5,-4,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,valyn,3,1,2,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,trent,0,1,-1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,BABYBAY,4,4,0,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,jawgemo,4,4,0,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,leaf,4,3,1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,valyn,0,0,,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,trent,4,1,3,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,BABYBAY,1,3,-2,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,jawgemo,4,3,1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,leaf,4,5,-1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,valyn,0,1,-1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,trent,1,3,-2,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,BABYBAY,3,3,0,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,jawgemo,2,2,0,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,leaf,1,0,1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,valyn,3,6,-3,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,trent,3,3,0,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,BABYBAY,1,2,-1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,jawgemo,2,3,-1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,leaf,3,1,2,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,valyn,3,4,-1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,trent,1,3,-2,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,BABYBAY,0,2,-2,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,jawgemo,0,1,-1,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,leaf,1,1,0,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,valyn,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,trent,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,BABYBAY,1,2,-1,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,jawgemo,2,1,1,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,leaf,1,0,1,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,valyn,0,0,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,trent,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,BABYBAY,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,jawgemo,2,1,1,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,leaf,0,1,-1,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,valyn,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,trent,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,BABYBAY,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,jawgemo,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,leaf,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,valyn,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,trent,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,BABYBAY,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,jawgemo,1,1,0,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,leaf,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,valyn,0,1,-1,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,trent,,,,First Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,BABYBAY,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,jawgemo,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,leaf,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,valyn,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,K1ra,G2 Esports,trent,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,BABYBAY,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,jawgemo,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,leaf,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,valyn,0,0,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,f4ngeer,G2 Esports,trent,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,BABYBAY,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,jawgemo,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,leaf,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,valyn,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Au1,G2 Esports,trent,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,BABYBAY,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,jawgemo,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,leaf,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,valyn,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,iamgrq,G2 Esports,trent,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,BABYBAY,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,jawgemo,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,leaf,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,valyn,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,Shr1mp,G2 Esports,trent,,,,Op Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,K1ra,G2 Esports,BABYBAY,1,3,-2,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,K1ra,G2 Esports,jawgemo,4,5,-1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,K1ra,G2 Esports,leaf,2,0,2,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,K1ra,G2 Esports,valyn,3,2,1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,K1ra,G2 Esports,trent,1,4,-3,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,f4ngeer,G2 Esports,BABYBAY,1,6,-5,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,f4ngeer,G2 Esports,jawgemo,2,2,0,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,f4ngeer,G2 Esports,leaf,1,1,0,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,f4ngeer,G2 Esports,valyn,2,4,-2,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,f4ngeer,G2 Esports,trent,0,2,-2,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,Au1,G2 Esports,BABYBAY,2,3,-1,All Kills
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,Au1,G2 Esports,jawgemo,1,3,-2,All Kills
