Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Name,Match ID,Map,Game ID
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Round 2,DRX vs FULL SENSE,595635,Split,244577
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Round 2,Paper Rex vs Global Esports,595636,Breeze,244578
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Round 2,Paper Rex vs Global Esports,595636,Split,244579
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Round 2,Paper Rex vs Global Esports,595636,Bind,244580
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Round 2,Rex Regum Qeon vs DetonatioN FocusMe,595637,Haven,244581
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Round 2,Rex Regum Qeon vs DetonatioN FocusMe,595637,Corrode,244582
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 1,Team Secret vs DetonatioN FocusMe,595641,Split,244595
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 1,Team Secret vs DetonatioN FocusMe,595641,Bind,251314
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 1,ZETA DIVISION vs Global Esports,595642,Haven,244598
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 1,ZETA DIVISION vs Global Esports,595642,Abyss,244599
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 1,VARREL vs DRX,595643,Corrode,244601
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 1,VARREL vs DRX,595643,Split,244602
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 1,VARREL vs DRX,595643,Bind,244603
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 1,Gen.G vs T1,595644,Breeze,244604
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 1,Gen.G vs T1,595644,Bind,244605
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 1,Gen.G vs T1,595644,Haven,244606
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Round 3,Nongshim RedForce vs FULL SENSE,595638,Split,244584
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Round 3,Nongshim RedForce vs FULL SENSE,595638,Bind,244585
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Round 3,Paper Rex vs Rex Regum Qeon,595639,Bind,244587
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Round 3,Paper Rex vs Rex Regum Qeon,595639,Pearl,244588
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 2,DetonatioN FocusMe vs Global Esports,595645,Breeze,244607
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 2,DetonatioN FocusMe vs Global Esports,595645,Pearl,244608
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 2,DetonatioN FocusMe vs Global Esports,595645,Split,244609
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 2,DRX vs T1,595646,Split,244610
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 2,DRX vs T1,595646,Bind,244611
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 1,Team Secret vs ZETA DIVISION,595651,Bind,244627
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 1,Team Secret vs ZETA DIVISION,595651,Split,244628
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 1,Team Secret vs ZETA DIVISION,595651,Abyss,244629
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 1,VARREL vs Gen.G,595652,Breeze,244630
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 1,VARREL vs Gen.G,595652,Pearl,244631
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 1,VARREL vs Gen.G,595652,Haven,244632
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,595647,Pearl,244613
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,595647,Split,244614
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,595647,Haven,244615
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 3,Paper Rex vs T1,595648,Pearl,244616
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 3,Paper Rex vs T1,595648,Breeze,244617
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 3,Paper Rex vs T1,595648,Bind,244618
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 2,DRX vs ZETA DIVISION,595653,Haven,244633
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 2,DRX vs ZETA DIVISION,595653,Bind,244634
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 2,DRX vs ZETA DIVISION,595653,Split,244635
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 2,Global Esports vs Gen.G,595654,Breeze,244636
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 2,Global Esports vs Gen.G,595654,Abyss,244637
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 2,Global Esports vs Gen.G,595654,Haven,244638
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 3,FULL SENSE vs DRX,595655,Corrode,244639
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 3,FULL SENSE vs DRX,595655,Abyss,244640
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 3,Paper Rex vs Global Esports,595656,Corrode,244642
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 3,Paper Rex vs Global Esports,595656,Breeze,244643
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 3,Paper Rex vs Global Esports,595656,Split,244644
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 4,DRX vs Paper Rex,595657,Haven,244645
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 4,DRX vs Paper Rex,595657,Corrode,244646
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 4,DRX vs Paper Rex,595657,Breeze,244647
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 4,DetonatioN FocusMe vs T1,595649,Pearl,244619
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Round 4,DetonatioN FocusMe vs T1,595649,Split,244620
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Final,Nongshim RedForce vs Rex Regum Qeon,595640,Corrode,244590
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Final,Nongshim RedForce vs Rex Regum Qeon,595640,Bind,244591
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Final,Nongshim RedForce vs Rex Regum Qeon,595640,Haven,244592
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Final,Nongshim RedForce vs Rex Regum Qeon,595640,Abyss,244593
VCT 2026: Pacific Kickoff,2683,Main Event,0,Upper Final,Nongshim RedForce vs Rex Regum Qeon,595640,Breeze,244594
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 5,DetonatioN FocusMe vs Paper Rex,595658,Haven,244648
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Round 5,DetonatioN FocusMe vs Paper Rex,595658,Split,244649
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Final,Rex Regum Qeon vs T1,595650,Pearl,244622
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Final,Rex Regum Qeon vs T1,595650,Breeze,244623
VCT 2026: Pacific Kickoff,2683,Main Event,0,Middle Final,Rex Regum Qeon vs T1,595650,Abyss,244624
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Final,Rex Regum Qeon vs Paper Rex,595659,Haven,244651
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Final,Rex Regum Qeon vs Paper Rex,595659,Corrode,244652
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Final,Rex Regum Qeon vs Paper Rex,595659,Breeze,244653
VCT 2026: Pacific Kickoff,2683,Main Event,0,Lower Final,Rex Regum Qeon vs Paper Rex,595659,Pearl,244654
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 1,Trace Esports vs Wolves Esports,598923,Abyss,245204
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 1,Trace Esports vs Wolves Esports,598923,Haven,245205
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 1,Trace Esports vs Wolves Esports,598923,Bind,245206
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 1,FunPlus Phoenix vs TYLOO,598924,Pearl,245207
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 1,FunPlus Phoenix vs TYLOO,598924,Haven,245208
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 1,All Gamers vs Nova Esports,598921,Split,245198
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 1,All Gamers vs Nova Esports,598921,Pearl,245199
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 1,JDG Esports vs Titan Esports Club,598922,Corrode,245201
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 1,JDG Esports vs Titan Esports Club,598922,Haven,245202
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 1,JDG Esports vs Titan Esports Club,598922,Abyss,245203
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 2,Xi Lai Gaming vs Wolves Esports,598927,Breeze,245216
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 2,Xi Lai Gaming vs Wolves Esports,598927,Abyss,245217
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 2,EDward Gaming vs TYLOO,598928,Abyss,245219
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 2,EDward Gaming vs TYLOO,598928,Bind,245220
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 2,Bilibili Gaming vs All Gamers,598925,Split,245210
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 2,Bilibili Gaming vs All Gamers,598925,Abyss,245211
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,598926,Abyss,245213
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,598926,Breeze,245214
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,598926,Corrode,245215
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 1,Nova Esports vs TYLOO,598932,Split,245233
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 1,Nova Esports vs TYLOO,598932,Corrode,245234
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 1,Titan Esports Club vs Wolves Esports,598933,Breeze,245236
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 1,Titan Esports Club vs Wolves Esports,598933,Bind,245237
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 1,Titan Esports Club vs Wolves Esports,598933,Haven,245238
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 1,Trace Esports vs JDG Esports,598934,Split,245239
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 1,Trace Esports vs JDG Esports,598934,Pearl,245240
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 1,Trace Esports vs JDG Esports,598934,Corrode,245241
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,598935,Pearl,245242
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,598935,Bind,245243
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 2,TYLOO vs Titan Esports Club,598936,Corrode,245245
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 2,TYLOO vs Titan Esports Club,598936,Breeze,245246
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 2,TYLOO vs Titan Esports Club,598936,Split,245247
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 2,Trace Esports vs Bilibili Gaming,598937,Abyss,245248
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 2,Trace Esports vs Bilibili Gaming,598937,Breeze,245249
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 1,Nova Esports vs Wolves Esports,598942,Abyss,245265
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 1,Nova Esports vs Wolves Esports,598942,Haven,245266
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 1,Nova Esports vs Wolves Esports,598942,Pearl,245267
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 3,All Gamers vs Dragon Ranger Gaming,598929,Corrode,245222
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 3,All Gamers vs Dragon Ranger Gaming,598929,Bind,245223
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 3,All Gamers vs Dragon Ranger Gaming,598929,Abyss,245224
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 1,JDG Esports vs FunPlus Phoenix,598943,Pearl,245268
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 1,JDG Esports vs FunPlus Phoenix,598943,Bind,245269
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 1,JDG Esports vs FunPlus Phoenix,598943,Haven,245270
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 3,Xi Lai Gaming vs EDward Gaming,598930,Split,245225
VCT 2026: China Kickoff,2685,Main Event,0,Upper Round 3,Xi Lai Gaming vs EDward Gaming,598930,Pearl,245226
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 2,Trace Esports vs Wolves Esports,598944,Abyss,245271
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 2,Trace Esports vs Wolves Esports,598944,Bind,245272
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 2,Trace Esports vs Wolves Esports,598944,Split,245273
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 3,Dragon Ranger Gaming vs TYLOO,598938,Corrode,245251
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 3,Dragon Ranger Gaming vs TYLOO,598938,Split,245252
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 3,Dragon Ranger Gaming vs TYLOO,598938,Pearl,245253
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 2,Titan Esports Club vs JDG Esports,598945,Bind,245274
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 2,Titan Esports Club vs JDG Esports,598945,Haven,245275
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 2,Titan Esports Club vs JDG Esports,598945,Split,245276
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 3,EDward Gaming vs Bilibili Gaming,598939,Abyss,245254
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 3,EDward Gaming vs Bilibili Gaming,598939,Haven,245255
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 3,EDward Gaming vs Bilibili Gaming,598939,Breeze,245256
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 3,TYLOO vs Trace Esports,598946,Haven,245277
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 3,TYLOO vs Trace Esports,598946,Abyss,245278
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 3,EDward Gaming vs JDG Esports,598947,Abyss,245280
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 3,EDward Gaming vs JDG Esports,598947,Haven,245281
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 3,EDward Gaming vs JDG Esports,598947,Corrode,245282
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,598940,Split,245257
VCT 2026: China Kickoff,2685,Main Event,0,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,598940,Abyss,245258
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 4,TYLOO vs EDward Gaming,598948,Bind,245283
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 4,TYLOO vs EDward Gaming,598948,Haven,245284
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 4,TYLOO vs EDward Gaming,598948,Corrode,245285
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,598949,Split,245286
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,598949,Pearl,245287
VCT 2026: China Kickoff,2685,Main Event,0,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,598949,Corrode,245288
VCT 2026: China Kickoff,2685,Main Event,0,Upper Final,All Gamers vs Xi Lai Gaming,598931,Pearl,245228
VCT 2026: China Kickoff,2685,Main Event,0,Upper Final,All Gamers vs Xi Lai Gaming,598931,Split,245229
VCT 2026: China Kickoff,2685,Main Event,0,Upper Final,All Gamers vs Xi Lai Gaming,598931,Bind,245230
VCT 2026: China Kickoff,2685,Main Event,0,Upper Final,All Gamers vs Xi Lai Gaming,598931,Abyss,245231
VCT 2026: China Kickoff,2685,Main Event,0,Upper Final,All Gamers vs Xi Lai Gaming,598931,Haven,245232
VCT 2026: China Kickoff,2685,Main Event,0,Middle Final,Xi Lai Gaming vs Bilibili Gaming,598941,Abyss,245260
VCT 2026: China Kickoff,2685,Main Event,0,Middle Final,Xi Lai Gaming vs Bilibili Gaming,598941,Bind,245261
VCT 2026: China Kickoff,2685,Main Event,0,Middle Final,Xi Lai Gaming vs Bilibili Gaming,598941,Breeze,245262
VCT 2026: China Kickoff,2685,Main Event,0,Middle Final,Xi Lai Gaming vs Bilibili Gaming,598941,Pearl,245263
VCT 2026: China Kickoff,2685,Main Event,0,Middle Final,Xi Lai Gaming vs Bilibili Gaming,598941,Split,245264
VCT 2026: China Kickoff,2685,Main Event,0,Lower Final,Bilibili Gaming vs EDward Gaming,598950,Pearl,245289
VCT 2026: China Kickoff,2685,Main Event,0,Lower Final,Bilibili Gaming vs EDward Gaming,598950,Haven,245290
VCT 2026: China Kickoff,2685,Main Event,0,Lower Final,Bilibili Gaming vs EDward Gaming,598950,Abyss,245291
VCT 2026: China Kickoff,2685,Main Event,0,Lower Final,Bilibili Gaming vs EDward Gaming,598950,Split,253654
