Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,Nova Esports,tejo,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,FunPlus Phoenix,yoru,0,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,FunPlus Phoenix,sova,0,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,FunPlus Phoenix,astra,0,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,FunPlus Phoenix,neon,1,2,3
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,FunPlus Phoenix,killjoy,1,2,3
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,FunPlus Phoenix,brimstone,1,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,FunPlus Phoenix,tejo,1,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,FunPlus Phoenix,kayo,1,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,EDward Gaming,yoru,3,0,3
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,EDward Gaming,astra,3,0,3
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,EDward Gaming,fade,3,0,3
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,EDward Gaming,phoenix,3,0,3
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,EDward Gaming,sage,3,0,3
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,JDG Esports,yoru,1,3,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,JDG Esports,omen,1,3,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,JDG Esports,viper,1,3,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,JDG Esports,waylay,1,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,JDG Esports,fade,1,3,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,JDG Esports,neon,0,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,TYLOO,yoru,2,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,TYLOO,omen,2,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,TYLOO,viper,2,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,TYLOO,neon,2,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,TYLOO,fade,2,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Dragon Ranger Gaming,yoru,2,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Dragon Ranger Gaming,omen,2,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Dragon Ranger Gaming,neon,2,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Dragon Ranger Gaming,cypher,2,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Dragon Ranger Gaming,gekko,2,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Trace Esports,omen,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Trace Esports,viper,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Trace Esports,waylay,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Trace Esports,fade,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Trace Esports,kayo,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,All Gamers,omen,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,All Gamers,viper,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,All Gamers,sova,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,All Gamers,waylay,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,All Gamers,kayo,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Titan Esports Club,omen,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Titan Esports Club,viper,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Titan Esports Club,sova,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Titan Esports Club,waylay,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Titan Esports Club,kayo,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Nova Esports,omen,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Nova Esports,neon,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Nova Esports,fade,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Nova Esports,veto,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Nova Esports,kayo,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Bilibili Gaming,omen,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Bilibili Gaming,sova,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Bilibili Gaming,neon,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Bilibili Gaming,cypher,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Bilibili Gaming,breach,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,EDward Gaming,yoru,1,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,EDward Gaming,omen,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,EDward Gaming,sova,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,EDward Gaming,cypher,1,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,EDward Gaming,iso,1,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,EDward Gaming,viper,2,0,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,EDward Gaming,neon,2,0,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,EDward Gaming,chamber,2,0,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,JDG Esports,yoru,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,JDG Esports,omen,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,JDG Esports,sova,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,JDG Esports,neon,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,JDG Esports,cypher,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,TYLOO,omen,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,TYLOO,viper,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,TYLOO,sova,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,TYLOO,neon,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,TYLOO,killjoy,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Wolves Esports,omen,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Wolves Esports,viper,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Wolves Esports,sova,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Wolves Esports,neon,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Wolves Esports,killjoy,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Xi Lai Gaming,omen,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Xi Lai Gaming,viper,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Xi Lai Gaming,sova,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Xi Lai Gaming,neon,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Xi Lai Gaming,killjoy,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Trace Esports,omen,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Trace Esports,viper,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Trace Esports,sova,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Trace Esports,neon,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Trace Esports,killjoy,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,All Gamers,yoru,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,All Gamers,omen,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,All Gamers,sova,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,All Gamers,waylay,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,All Gamers,cypher,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Titan Esports Club,omen,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Titan Esports Club,viper,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Titan Esports Club,sova,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Titan Esports Club,neon,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Titan Esports Club,killjoy,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Nova Esports,yoru,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Nova Esports,omen,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Nova Esports,sova,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Nova Esports,neon,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Nova Esports,cypher,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,FunPlus Phoenix,omen,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,FunPlus Phoenix,viper,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,FunPlus Phoenix,sova,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,FunPlus Phoenix,neon,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,FunPlus Phoenix,killjoy,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Bilibili Gaming,omen,4,2,6
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Bilibili Gaming,astra,4,2,6
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Bilibili Gaming,waylay,4,2,6
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Bilibili Gaming,tejo,4,2,6
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Bilibili Gaming,breach,4,2,6
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,EDward Gaming,yoru,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,EDward Gaming,omen,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,EDward Gaming,sova,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,EDward Gaming,astra,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,EDward Gaming,jett,3,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,JDG Esports,yoru,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,JDG Esports,sova,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,JDG Esports,astra,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,JDG Esports,waylay,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,JDG Esports,cypher,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,TYLOO,yoru,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,TYLOO,sova,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,TYLOO,astra,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,TYLOO,waylay,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,TYLOO,veto,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Wolves Esports,omen,0,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Wolves Esports,sova,1,3,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Wolves Esports,astra,1,3,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Wolves Esports,waylay,1,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Wolves Esports,kayo,0,1,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Wolves Esports,yoru,1,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Wolves Esports,veto,1,2,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Dragon Ranger Gaming,astra,0,3,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Dragon Ranger Gaming,cypher,0,2,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Dragon Ranger Gaming,tejo,0,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Dragon Ranger Gaming,jett,0,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Dragon Ranger Gaming,reyna,0,3,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Dragon Ranger Gaming,sova,0,2,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Dragon Ranger Gaming,waylay,0,2,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Dragon Ranger Gaming,veto,0,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Xi Lai Gaming,yoru,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Xi Lai Gaming,omen,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Xi Lai Gaming,sova,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Xi Lai Gaming,astra,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Xi Lai Gaming,waylay,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Trace Esports,yoru,1,3,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Trace Esports,sova,1,3,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Trace Esports,astra,1,3,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Trace Esports,waylay,1,3,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Trace Esports,breach,1,3,4
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,All Gamers,yoru,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,All Gamers,sova,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,All Gamers,astra,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,All Gamers,waylay,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,All Gamers,veto,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Titan Esports Club,sova,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Titan Esports Club,astra,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Titan Esports Club,waylay,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Titan Esports Club,neon,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Titan Esports Club,tejo,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Nova Esports,astra,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Nova Esports,waylay,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Nova Esports,tejo,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Nova Esports,breach,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Nova Esports,veto,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Bilibili Gaming,viper,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Bilibili Gaming,fade,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Bilibili Gaming,brimstone,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Bilibili Gaming,raze,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Bilibili Gaming,kayo,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,EDward Gaming,viper,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,EDward Gaming,fade,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,EDward Gaming,raze,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,EDward Gaming,phoenix,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,EDward Gaming,harbor,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,JDG Esports,yoru,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,JDG Esports,viper,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,JDG Esports,fade,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,JDG Esports,brimstone,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,JDG Esports,raze,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,TYLOO,viper,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,TYLOO,brimstone,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,TYLOO,tejo,0,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,TYLOO,raze,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,TYLOO,skye,0,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,TYLOO,yoru,1,0,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,TYLOO,fade,1,0,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Wolves Esports,viper,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Wolves Esports,waylay,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Wolves Esports,brimstone,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Wolves Esports,skye,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Wolves Esports,chamber,2,1,3
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Dragon Ranger Gaming,waylay,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Dragon Ranger Gaming,cypher,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Dragon Ranger Gaming,brimstone,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Dragon Ranger Gaming,skye,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Dragon Ranger Gaming,reyna,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Xi Lai Gaming,yoru,2,0,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Xi Lai Gaming,viper,2,0,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Xi Lai Gaming,waylay,2,0,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Xi Lai Gaming,fade,2,0,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Xi Lai Gaming,brimstone,2,0,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Trace Esports,yoru,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Trace Esports,viper,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Trace Esports,fade,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Trace Esports,brimstone,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Trace Esports,raze,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,All Gamers,yoru,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,All Gamers,viper,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,All Gamers,fade,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,All Gamers,brimstone,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,All Gamers,raze,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Titan Esports Club,viper,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Titan Esports Club,waylay,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Titan Esports Club,fade,0,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Titan Esports Club,brimstone,1,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Titan Esports Club,tejo,0,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Titan Esports Club,skye,1,0,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Titan Esports Club,chamber,1,0,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,FunPlus Phoenix,yoru,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,FunPlus Phoenix,viper,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,FunPlus Phoenix,fade,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,FunPlus Phoenix,brimstone,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,FunPlus Phoenix,raze,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Bilibili Gaming,viper,3,0,3
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Bilibili Gaming,sova,3,0,3
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Bilibili Gaming,astra,3,0,3
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Bilibili Gaming,neon,3,0,3
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Bilibili Gaming,gekko,3,0,3
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,EDward Gaming,yoru,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,EDward Gaming,viper,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,EDward Gaming,sova,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,EDward Gaming,astra,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,EDward Gaming,jett,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,JDG Esports,yoru,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,JDG Esports,viper,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,JDG Esports,sova,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,JDG Esports,astra,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,JDG Esports,jett,0,1,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,TYLOO,yoru,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,TYLOO,viper,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,TYLOO,sova,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,TYLOO,astra,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,TYLOO,jett,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Wolves Esports,yoru,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Wolves Esports,viper,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Wolves Esports,sova,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Wolves Esports,astra,0,2,2
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Wolves Esports,veto,0,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Wolves Esports,jett,0,1,2
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Dragon Ranger Gaming,yoru,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Dragon Ranger Gaming,sova,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Dragon Ranger Gaming,astra,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Dragon Ranger Gaming,cypher,1,0,1
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Dragon Ranger Gaming,jett,1,0,1
